time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453064726	7.26423	-6.71532	-2.72673	-2.56456	-0.295397	radar	7.367	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.38568	-6.62026	-2.7325	-2.57214	-0.287061	lidar	0.244486	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.53546	-6.57911	-2.76567	-2.64511	-0.382386	radar	5.55638	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.65813	-6.50439	-2.77342	-2.65922	-0.377352	lidar	0.089947	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.7776	-6.42058	-2.75766	-2.65722	-0.342848	radar	0.853942	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
1477010453329744	7.90267	-6.35368	-2.74618	-2.67494	-0.34241	lidar	0.137712	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
1477010453384703	8.02695	-6.27739	-2.73246	-2.67577	-0.31332	radar	0.568073	8.03231	-6.28406	8	-6.25	2.72931	1.81954
1477010453439663	8.15873	-6.19773	-2.73858	-2.68503	-0.305507	lidar	0.173089	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
1477010453489669	8.24665	-6.10128	-2.69703	-2.64001	-0.210451	radar	5.93635	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
1477010453539675	8.36204	-6.01853	-2.70623	-2.63958	-0.199701	lidar	0.321252	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
1477010453594661	8.51222	-5.96412	-2.73201	-2.68348	-0.253694	radar	2.14768	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326
1477010453649647	8.64954	-5.8908	-2.73954	-2.69358	-0.249715	lidar	0.04872	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321
1477010453704660	8.74983	-5.78845	-2.69275	-2.64413	-0.14976	radar	6.84359	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
1477010453759674	8.87727	-5.70203	-2.70046	-2.64245	-0.140018	lidar	0.22525	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
1477010453809760	8.97249	-5.61018	-2.67136	-2.60375	-0.0672502	radar	3.61656	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
1477010453859847	9.08307	-5.52315	-2.67942	-2.59548	-0.0559806	lidar	0.323185	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
1477010453914847	9.22462	-5.46248	-2.70434	-2.63366	-0.115901	radar	3.54839	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
1477010453969847	9.35356	-5.37643	-2.71276	-2.63173	-0.107808	lidar	0.149785	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
1477010454024848	9.4462	-5.26605	-2.66804	-2.57447	-0.00960273	radar	6.45746	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
1477010454079850	9.56788	-5.17495	-2.67455	-2.56749	-0.00232153	lidar	0.116854	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
1477010454134784	9.66904	-5.07307	-2.64708	-2.52588	0.0651046	radar	3.31261	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
1477010454189718	9.78359	-4.97609	-2.65243	-2.51403	0.0730221	lidar	0.146466	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
1477010454244791	9.87881	-4.86508	-2.63009	-2.46713	0.140344	radar	2.86863	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
1477010454299865	9.98627	-4.76756	-2.63021	-2.45421	0.145256	lidar	0.0790455	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
1477010454354798	10.0687	-4.64349	-2.60994	-2.39613	0.220818	radar	3.27969	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
1477010454409731	10.1692	-4.52435	-2.62269	-2.37118	0.232836	lidar	0.343017	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
1477010454464746	10.2545	-4.40068	-2.6168	-2.32681	0.278716	radar	1.2158	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
1477010454519762	10.3547	-4.26541	-2.6434	-2.29678	0.292081	lidar	0.603096	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
1477010454574770	10.4753	-4.17289	-2.65976	-2.31657	0.236902	radar	1.78667	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
1477010454629779	10.569	-4.03819	-2.67876	-2.28856	0.250454	lidar	0.532081	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
1477010454684753	10.6671	-3.92372	-2.68361	-2.27472	0.249757	radar	0.0644837	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
1477010454739728	10.7616	-3.79715	-2.69588	-2.25456	0.255466	lidar	0.127175	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
1477010454794687	10.813	-3.64989	-2.6758	-2.17641	0.354183	radar	5.21917	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
1477010454849647	10.8886	-3.51344	-2.68461	-2.14744	0.362808	lidar	0.221391	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
1477010454899659	10.9908	-3.4182	-2.69861	-2.17632	0.287367	radar	3.36721	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
1477010454949672	11.0631	-3.2742	-2.72789	-2.14657	0.300725	lidar	0.809058	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
1477010455004755	11.1078	-3.11923	-2.72001	-2.07427	0.386099	radar	3.96557	11.1178	-2.98807	11.1	-3	0.907725	2.72317
1477010455059839	11.1726	-2.96092	-2.74283	-2.03974	0.397722	lidar	0.562999	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
1477010455114849	11.2228	-2.81142	-2.74492	-1.99495	0.430739	radar	0.688488	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
1477010455169859	11.2778	-2.64729	-2.76899	-1.95926	0.440997	lidar	0.537373	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
1477010455224848	11.2214	-2.44197	-2.7612	-1.77751	0.685407	radar	29.7208	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
1477010455279837	11.235	-2.28474	-2.76249	-1.72988	0.694515	lidar	0.350276	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
1477010455334808	11.3384	-2.18212	-2.73027	-1.81577	0.49705	radar	20.1295	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
1477010455389780	11.3691	-2.02003	-2.74714	-1.78243	0.501553	lidar	0.231461	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
1477010455444718	11.3758	-1.86226	-2.74986	-1.72653	0.544372	radar	0.972542	11.3011	-1.79507	11.35	-1.8	0	2.73035
1477010455499657	11.3862	-1.70398	-2.75615	-1.68892	0.551068	lidar	0.216633	11.3326	-1.67041	11.35	-1.65	0	2.73033
1477010455549699	11.3264	-1.543	-2.76655	-1.57229	0.687045	radar	9.86037	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
1477010455599742	11.3136	-1.39535	-2.77466	-1.53055	0.693229	lidar	0.232567	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
1477010455654698	11.2647	-1.23299	-2.78839	-1.44356	0.769286	radar	3.07023	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
1477010455709654	11.2275	-1.09665	-2.76693	-1.39436	0.777137	lidar	0.507407	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
1477010455759700	11.1052	-0.940814	-2.81613	-1.24061	0.955715	radar	17.9574	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
1477010455809746	11.0409	-0.79371	-2.83367	-1.18351	0.962672	lidar	0.59035	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
1477010455864779	10.9914	-0.655622	-2.81447	-1.15116	0.927494	radar	1.10616	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
1477010455919813	10.9149	-0.523565	-2.80568	-1.09365	0.934388	lidar	0.182094	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
1477010455974837	10.8152	-0.389051	-2.82876	-1.00991	0.986351	radar	1.8082	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
1477010456029861	10.7158	-0.277733	-2.80937	-0.944965	0.998472	lidar	0.476845	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
1477010456084847	10.5481	-0.159927	-2.89106	-0.802206	1.13701	radar	13.9747	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
1477010456139833	10.4181	-0.071183	-2.87108	-0.724793	1.15348	lidar	0.65992	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
1477010456194789	10.3258	0.0241422	-2.82437	-0.688024	1.11335	radar	2.06286	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
1477010456249746	10.1919	0.0829208	-2.79076	-0.607734	1.13611	lidar	1.05825	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
1477010456304681	10.0446	0.155724	-2.80909	-0.524476	1.16576	radar	1.06904	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169
1477010456359617	9.89637	0.184985	-2.77401	-0.434361	1.19599	lidar	1.37988	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
1477010456414675	9.74367	0.232212	-2.78337	-0.353577	1.21561	radar	0.730172	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	9.58495	0.223132	-2.74525	-0.249474	1.25802	lidar	2.09242	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	9.42887	0.245315	-2.75288	-0.169818	1.27057	radar	0.455724	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	9.27175	0.237893	-2.74103	-0.0797477	1.2929	lidar	0.462429	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	9.1199	0.239922	-2.73747	-0.00506987	1.29636	radar	0.070809	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.96713	0.241193	-2.74294	0.0629002	1.29209	lidar	0.0405515	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.8482	0.198536	-2.62943	0.151316	1.31151	radar	7.36997	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.71505	0.195658	-2.62618	0.204163	1.29156	lidar	0.385975	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.53675	0.217665	-2.75949	0.22449	1.22905	radar	11.3629	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.3858	0.197516	-2.76533	0.278197	1.2134	lidar	0.232654	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.23298	0.162993	-2.7781	0.335099	1.20149	radar	0.534391	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.08599	0.143982	-2.77834	0.373463	1.17179	lidar	0.697468	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	7.93861	0.0997697	-2.78556	0.424492	1.15643	radar	0.522178	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	7.793	0.0609354	-2.78597	0.465727	1.13246	lidar	0.540513	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	7.6498	0.0187216	-2.8033	0.496352	1.09321	radar	1.30931	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	7.50743	-0.0324411	-2.80173	0.535844	1.07154	lidar	0.50978	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	7.34747	-0.0456422	-2.85495	0.517558	0.977111	radar	6.30086	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	7.21597	-0.0842599	-2.84482	0.540083	0.95013	lidar	0.874685	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	7.11184	-0.181937	-2.79616	0.622989	0.997604	radar	3.36269	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	6.98347	-0.245487	-2.78283	0.656509	0.976062	lidar	0.598563	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	6.87323	-0.342859	-2.7661	0.719811	0.993364	radar	0.641671	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	6.76112	-0.42423	-2.74995	0.760404	0.979784	lidar	0.353813	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	6.66765	-0.53362	-2.73314	0.826973	1.00091	radar	0.586553	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	6.56498	-0.629986	-2.72249	0.870662	0.990034	lidar	0.250908	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	6.51801	-0.797945	-2.70767	1.00441	1.10661	radar	6.71647	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	6.44347	-0.928625	-2.70952	1.06726	1.10852	lidar	0.010122	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	6.39259	-1.06593	-2.71694	1.14351	1.13719	radar	0.380534	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	6.34097	-1.20293	-2.72897	1.20617	1.14174	lidar	0.183658	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	6.29495	-1.32794	-2.72526	1.25639	1.12983	radar	0.227816	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	6.25609	-1.45387	-2.72042	1.31098	1.12856	lidar	0.0321114	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	6.25841	-1.6207	-2.7511	1.4268	1.21897	radar	4.32013	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	6.2417	-1.7569	-2.75101	1.48713	1.21826	lidar	0.0026937	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	6.27583	-1.938	-2.79102	1.6158	1.31217	radar	5.04511	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	6.29838	-2.08495	-2.7797	1.69292	1.31849	lidar	0.186629	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	6.31043	-2.2154	-2.73417	1.73612	1.26946	radar	2.82285	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	6.34551	-2.35876	-2.72804	1.80902	1.27337	lidar	0.0511646	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	6.35856	-2.4913	-2.69173	1.8447	1.2206	radar	2.25834	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	6.39043	-2.64809	-2.71364	1.90264	1.20818	lidar	0.515787	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	6.44747	-2.80145	-2.74171	1.97547	1.21834	radar	0.583169	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	6.49451	-2.95861	-2.76743	2.02836	1.20037	lidar	0.756872	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	6.54897	-3.09655	-2.75505	2.07605	1.17334	radar	0.820402	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	6.60525	-3.24814	-2.77766	2.12178	1.15108	lidar	0.762431	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	6.67142	-3.3784	-2.75181	2.16438	1.11906	radar	1.6145	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	6.73216	-3.5293	-2.77615	2.19971	1.08895	lidar	1.10806	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	6.80331	-3.65959	-2.76055	2.23712	1.05857	radar	1.32144	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	6.8618	-3.81712	-2.78947	2.25636	1.01479	lidar	1.9834	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	6.92699	-3.93918	-2.74443	2.28014	0.97168	radar	3.14194	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	6.9839	-4.09891	-2.77114	2.28736	0.920677	lidar	2.36266	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	7.09142	-4.23889	-2.82947	2.33454	0.921418	radar	2.36335	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.15886	-4.39924	-2.85369	2.3378	0.86953	lidar	2.2369	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.23891	-4.51894	-2.81737	2.35893	0.836643	radar	2.20239	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.29351	-4.687	-2.83655	2.34395	0.771186	lidar	3.24675	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.36007	-4.7923	-2.77539	2.3536	0.733036	radar	4.15472	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.40944	-4.93484	-2.78158	2.34078	0.680697	lidar	2.21049	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.51227	-5.05788	-2.85625	2.37312	0.68699	radar	5.79167	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.56933	-5.20777	-2.86707	2.35624	0.632334	lidar	2.27398	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.634	-5.31114	-2.75856	2.35881	0.589375	radar	9.64804	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.69615	-5.46197	-2.76188	2.34351	0.538967	lidar	1.86162	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.78967	-5.58108	-2.78077	2.36248	0.530608	radar	2.54631	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.86173	-5.73096	-2.78827	2.34921	0.485781	lidar	1.35593	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.92703	-5.83446	-2.68054	2.34629	0.446558	radar	9.71792	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	7.98878	-5.9747	-2.6781	2.33011	0.404141	lidar	1.32425	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	8.09051	-6.09384	-2.71407	2.34822	0.402767	radar	1.57612	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.15561	-6.24551	-2.72114	2.32513	0.355647	lidar	1.44357	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.26607	-6.37088	-2.76771	2.34269	0.356393	radar	1.61492	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.33562	-6.52624	-2.77778	2.31816	0.310498	lidar	1.3509	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.40253	-6.63355	-2.68574	2.30983	0.277589	radar	6.77279	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.45617	-6.77841	-2.68123	2.28192	0.233072	lidar	1.412	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.53231	-6.89337	-2.65943	2.28028	0.216906	radar	0.948177	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.57687	-7.05204	-2.66229	2.24027	0.163545	lidar	1.79598	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.68026	-7.17947	-2.72043	2.25542	0.175483	radar	2.79589	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.7364	-7.34336	-2.73387	2.21965	0.128986	lidar	1.38549	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.79737	-7.46551	-2.66464	2.19999	0.0935891	radar	5.01098	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.85373	-7.60559	-2.66361	2.17779	0.0656731	lidar	0.53365	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.95238	-7.73313	-2.72179	2.19411	0.0859485	radar	3.27667	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	9.01335	-7.88225	-2.72979	2.17056	0.0572741	lidar	0.509489	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.09859	-8.00773	-2.76361	2.17525	0.0622976	radar	0.99765	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.14062	-8.157	-2.77316	2.14085	0.0242383	lidar	0.924581	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.17709	-8.28174	-2.67461	2.10282	-0.0295363	radar	8.86406	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.22295	-8.42621	-2.67454	2.07658	-0.0545204	lidar	0.451933	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.29333	-8.55739	-2.68247	2.07346	-0.0533565	radar	0.105776	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.3318	-8.71124	-2.68861	2.04074	-0.0833209	lidar	0.574876	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.39608	-8.84685	-2.69587	2.0344	-0.0839169	radar	0.128834	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.42901	-9.00261	-2.70208	2.00038	-0.113353	lidar	0.570346	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.49584	-9.1308	-2.73448	2.00586	-0.0957374	radar	1.04984	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.51903	-9.28691	-2.75053	1.96775	-0.128805	lidar	0.796851	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.5751	-9.42856	-2.75585	1.9599	-0.128422	radar	0.0913164	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.60644	-9.59086	-2.76776	1.92893	-0.1521	lidar	0.400475	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.66077	-9.7234	-2.78697	1.929	-0.139723	radar	0.460012	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.68229	-9.87731	-2.80121	1.89721	-0.164183	lidar	0.470047	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.70927	-10.0071	-2.77711	1.87334	-0.185658	radar	0.678194	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.74809	-10.1419	-2.77895	1.86219	-0.18746	lidar	0.0043378	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.75426	-10.2841	-2.72052	1.81262	-0.243922	radar	4.58696	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.7817	-10.4348	-2.7245	1.79295	-0.250055	lidar	0.030939	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.83309	-10.5871	-2.75333	1.79783	-0.223524	radar	0.997827	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.86088	-10.7392	-2.75718	1.78097	-0.227938	lidar	0.019387	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.8679	-10.8721	-2.72994	1.74704	-0.260008	radar	1.19644	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.87947	-11.0166	-2.73921	1.72423	-0.26945	lidar	0.103199	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.89486	-11.1489	-2.73773	1.70956	-0.269569	radar	0.368548	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.89152	-11.3015	-2.75363	1.67856	-0.286381	lidar	0.321376	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.91144	-11.4412	-2.76771	1.6734	-0.271382	radar	0.424577	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.89993	-11.5957	-2.78423	1.64046	-0.289944	lidar	0.382792	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.82822	-11.7322	-2.69241	1.53328	-0.422288	radar	16.0665	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.80452	-11.8792	-2.69127	1.49919	-0.433059	lidar	0.220219	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.76791	-12.0256	-2.67336	1.44586	-0.475996	radar	1.44617	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.72355	-12.172	-2.67606	1.40343	-0.491795	lidar	0.389442	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.68032	-12.3134	-2.66707	1.35886	-0.515784	radar	0.39142	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.6237	-12.4609	-2.676	1.31454	-0.530738	lidar	0.306086	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.5059	-12.5821	-2.6305	1.19282	-0.663724	radar	10.1592	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.43059	-12.7082	-2.62774	1.14323	-0.676586	lidar	0.458762	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.27267	-12.7988	-2.59428	0.984047	-0.858313	radar	16.9676	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.16159	-12.8993	-2.60186	0.916825	-0.880819	lidar	1.22089	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	9.00164	-12.9866	-2.60061	0.78056	-1.00673	radar	7.50758	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.88783	-13.0677	-2.58814	0.715917	-1.0168	lidar	0.621046	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.76072	-13.1477	-2.58966	0.638574	-1.04644	radar	0.62973	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.62655	-13.2172	-2.59006	0.567636	-1.05905	lidar	0.56993	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.41427	-13.2255	-2.63352	0.36924	-1.27115	radar	21.949	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.28564	-13.2508	-2.62083	0.296143	-1.28179	lidar	0.580265	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.15943	-13.2899	-2.59887	0.247141	-1.24635	radar	1.66234	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.0093	-13.3095	-2.60084	0.169125	-1.25487	lidar	0.31983	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.85858	-13.3231	-2.61598	0.0845526	-1.27939	radar	0.517855	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.70012	-13.3177	-2.6241	0.00254136	-1.28904	lidar	0.550241	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.57034	-13.3156	-2.62004	-0.0576978	-1.2817	radar	0.0844397	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.4241	-13.2959	-2.6342	-0.129901	-1.28694	lidar	0.480633	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.2647	-13.2496	-2.66996	-0.233115	-1.33493	radar	1.84415	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.11175	-13.2034	-2.68167	-0.312261	-1.33844	lidar	0.300476	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.97581	-13.158	-2.66302	-0.374887	-1.31819	radar	1.01775	6.79473	-13.0433	6.85	-13.15	-3.63709	0
