time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010497349642	104.088	15.248	1.34369	0.000465789	0.366973	lidar	0.812105	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
1477010497349642	104.045	15.2394	1.31755	-0.0342348	0.34786	radar	0.593854	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
1477010498349642	105.511	14.4599	1.69396	-0.730445	-0.250708	lidar	1.43193	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
1477010498349642	105.467	14.4694	1.70192	-0.608662	-0.0927996	radar	0.714289	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
1477010499349642	106.82	14.0327	1.60696	-0.215376	0.194045	lidar	0.526396	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
1477010499349642	106.762	14.0211	1.58471	-0.234953	0.200624	radar	1.14437	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
1477010500349642	108.072	13.6617	1.72148	-0.098589	0.164278	lidar	0.0771742	108.084	13.6604	108.122	13.644	1.47592	-0.423202
1477010500349642	108.081	13.6626	1.70538	-0.10008	0.15591	radar	0.0409322	108.131	13.6844	108.122	13.644	1.47592	-0.423202
1477010501349642	109.522	13.5695	1.83842	0.0961535	0.182321	lidar	0.0995734	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
1477010501349642	109.48	13.5644	1.67181	0.0983084	0.177526	radar	0.434457	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
1477010502349642	111.054	12.6076	1.76013	-0.953148	-0.556332	lidar	1.5154	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
1477010502349642	111.132	12.669	2.03045	-0.556827	-0.0094307	radar	2.7702	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
1477010503349642	112.9	12.4641	1.85443	0.0442833	0.378212	lidar	1.0951	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
1477010503349642	112.892	12.4613	1.87032	0.0357786	0.373966	radar	0.0556034	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
1477010504349642	114.778	12.5498	2.12943	0.1628	0.22147	lidar	0.478512	114.801	12.5506	114.699	12.4195	1.90891	-0.175007
1477010504349642	114.795	12.5515	2.02433	0.169647	0.229773	radar	0.191329	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
1477010505349642	116.676	12.1169	2.0898	-0.410208	-0.262081	lidar	0.730126	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683
1477010505349642	116.714	12.1366	2.32842	-0.289075	-0.0835658	radar	0.641851	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
1477010506349642	118.921	11.9966	2.56196	0.093017	0.215219	lidar	0.762807	118.953	12.0009	118.628	12.2586	2.11648	0.0177712
1477010506349642	118.902	12.0024	2.39049	0.11098	0.227655	radar	0.236879	118.85	12.4063	118.628	12.2586	2.11648	0.0177712
1477010507349642	120.697	12.2935	2.36208	0.275384	0.187851	lidar	0.0125812	120.695	12.2918	120.743	12.3289	2.21139	0.128528
1477010507349642	120.74	12.298	2.35394	0.274939	0.191695	radar	0.458621	120.934	12.1905	120.743	12.3289	2.21139	0.128528
1477010508349642	123.518	12.8227	2.89029	-0.00225338	-0.107569	lidar	2.46083	123.568	12.8297	122.95	12.5114	2.29835	0.246599
1477010508349642	123.44	12.8092	2.62953	-0.0289663	-0.150816	radar	1.52822	123.142	12.7694	122.95	12.5114	2.29835	0.246599
1477010509349642	124.915	12.772	2.36103	-0.11899	-0.113953	lidar	0.594229	124.894	12.7743	125.242	12.8125	2.37624	0.369827
1477010509349642	125.014	12.7864	2.6474	-0.0543627	-0.0275405	radar	2.34139	125.376	12.9964	125.242	12.8125	2.37624	0.369827
1477010510349642	127.817	13.3179	2.98651	0.46514	0.319164	lidar	1.505	127.853	13.3273	127.609	13.2365	2.44434	0.495787
1477010510349642	127.754	13.3131	2.91634	0.470318	0.338006	radar	0.96168	127.506	13.153	127.609	13.2365	2.44434	0.495787
1477010511349642	129.958	13.7146	2.55036	0.220839	-0.0312762	lidar	0.766187	129.947	13.6963	130.042	13.7853	2.50232	0.621879
1477010511349642	130.029	13.7198	2.57257	0.199004	-0.0427769	radar	1.31116	130.334	13.781	130.042	13.7853	2.50232	0.621879
1477010512349642	132.089	14.5026	2.63497	0.387767	0.104288	lidar	0.0785647	132.092	14.507	132.53	14.458	2.55028	0.74543
1477010512349642	132.158	14.506	2.79559	0.350115	0.041056	radar	1.11367	132.447	14.3423	132.53	14.458	2.55028	0.74543
1477010513349642	135.032	15.0422	3.20973	0.00047712	-0.211535	lidar	1.52085	135.074	15.0475	135.066	15.2513	2.58865	0.863795
1477010513349642	135.034	15.0342	2.9475	-0.0638862	-0.289813	radar	0.4071	135.127	14.6575	135.066	15.2513	2.58865	0.863795
1477010514349642	137.558	16.1991	2.85255	0.656792	0.354762	lidar	1.18905	137.561	16.2147	137.639	16.1592	2.61821	0.974442
1477010514349642	137.585	16.1831	3.14844	0.50727	0.0887329	radar	0.708482	137.653	16.5145	137.639	16.1592	2.61821	0.974442
1477010515349642	140.314	17.0096	3.18506	0.18732	-0.178871	lidar	0.432599	140.331	17.008	140.242	17.1733	2.63994	1.07503
1477010515349642	140.319	17.0078	3.10932	0.186602	-0.171101	radar	0.0969721	140.305	17.5379	140.242	17.1733	2.63994	1.07503
1477010516349642	142.885	17.9861	3.17419	0.393154	0.0702406	lidar	0.187378	142.888	17.9918	142.868	18.2829	2.65497	1.16346
1477010516349642	142.839	17.9809	3.14135	0.397169	0.0781087	radar	0.507419	142.626	18.1458	142.868	18.2829	2.65497	1.16346
1477010517349642	145.378	19.1578	3.29803	0.410964	0.0342254	lidar	0.175049	145.392	19.1617	145.51	19.4754	2.66445	1.23795
1477010517349642	145.458	19.1691	3.27248	0.41787	0.0686046	radar	1.74834	145.789	19.3785	145.51	19.4754	2.66445	1.23795
1477010518349642	148.229	20.4684	3.52793	0.404159	0.011578	lidar	0.451563	148.251	20.4754	148.163	20.7364	2.66951	1.29702
1477010518349642	148.214	20.4709	3.27778	0.478915	0.162502	radar	0.408991	148.146	20.9376	148.163	20.7364	2.66951	1.29702
1477010519349642	150.672	22.1075	3.45774	0.62367	0.147474	lidar	0.200816	150.686	22.1142	150.825	22.0502	2.67111	1.33953
1477010519349642	150.663	22.1043	3.49147	0.599168	0.0982511	radar	0.0592883	150.649	21.8148	150.825	22.0502	2.67111	1.33953
1477010520349642	153.411	23.4911	3.49152	0.402046	-0.0906614	lidar	0.212749	153.422	23.4909	153.491	23.3999	2.66999	1.3647
1477010520349642	153.391	23.4853	3.28397	0.469378	0.0482285	radar	0.374905	153.466	22.9115	153.491	23.3999	2.66999	1.3647
1477010521349642	156.033	24.8042	3.43181	0.418922	-0.0174905	lidar	0.193471	156.047	24.8084	156.159	24.7682	2.66666	1.37208
1477010521349642	156.024	24.8073	3.15203	0.489671	0.135739	radar	0.478501	156.009	25.0678	156.159	24.7682	2.66666	1.37208
1477010522349642	158.874	26.0206	3.46308	0.318622	-0.0660122	lidar	0.937363	158.905	26.0308	158.827	26.1372	2.66127	1.36157
1477010522349642	158.9	26.0241	3.33909	0.328392	-0.0271387	radar	0.356121	159.014	26.1903	158.827	26.1372	2.66127	1.36157
1477010523349642	161.409	27.4217	3.41713	0.532768	0.118687	lidar	0.084575	161.412	27.4256	161.493	27.4891	2.65371	1.33344
1477010523349642	161.44	27.4332	3.27144	0.591932	0.233167	radar	0.479468	161.529	27.8454	161.493	27.4891	2.65371	1.33344
1477010524349642	163.63	28.7762	3.09797	0.569566	0.0739031	lidar	0.145548	163.625	28.7683	164.155	28.8064	2.64354	1.28825
1477010524349642	163.738	28.7931	3.18374	0.540157	0.0473699	radar	2.95418	164.116	29.315	164.155	28.8064	2.64354	1.28825
1477010525349642	166.776	30.1868	3.74578	0.335263	-0.124828	lidar	1.96713	166.828	30.2062	166.809	30.0721	2.63006	1.22694
1477010525349642	166.733	30.1765	3.33636	0.400025	0.0312213	radar	1.19092	166.748	29.7121	166.809	30.0721	2.63006	1.22694
1477010526349642	169.099	31.3718	3.32421	0.461474	0.0506776	lidar	0.00328795	169.097	31.3717	169.452	31.2706	2.61238	1.15075
1477010526349642	169.118	31.3778	3.1923	0.493891	0.120835	radar	0.252707	169.345	30.7063	169.452	31.2706	2.61238	1.15075
1477010527349642	172.143	32.3317	3.48336	0.160556	-0.173922	lidar	1.12726	172.175	32.3404	172.079	32.3873	2.58945	1.06126
1477010527349642	172.144	32.3252	3.17699	0.119557	-0.208933	radar	0.499585	172.135	32.6666	172.079	32.3873	2.58945	1.06126
1477010528349642	174.644	33.4536	3.15768	0.525779	0.184635	lidar	0.431273	174.643	33.4625	174.685	33.4095	2.56021	0.960341
1477010528349642	174.627	33.4553	3.04363	0.557813	0.246162	radar	0.120473	174.474	33.9157	174.685	33.4095	2.56021	0.960341
1477010529349642	177.028	34.2097	2.87669	0.265008	-0.0964336	lidar	0.416673	177.03	34.2009	177.261	34.3262	2.52363	0.850119
1477010529349642	177.043	34.2086	2.75662	0.255662	-0.0909359	radar	0.216742	177.211	33.8467	177.261	34.3262	2.52363	0.850119
1477010530349642	180.112	35.1346	3.17226	0.28828	-0.015998	lidar	1.58299	180.145	35.1423	179.799	35.1289	2.47883	0.732949
1477010530349642	180.011	35.1185	2.83078	0.306825	0.0319916	radar	2.56707	179.543	35.4767	179.799	35.1289	2.47883	0.732949
1477010531349642	182.585	35.7517	2.99511	0.163406	-0.0805264	lidar	0.302115	182.599	35.753	182.292	35.8114	2.42515	0.611338
1477010531349642	182.499	35.7336	2.73013	0.151063	-0.093765	radar	1.87088	182.047	36.2626	182.292	35.8114	2.42515	0.611338
1477010532349642	184.728	36.5092	2.77303	0.414508	0.131275	lidar	0.167571	184.732	36.5155	184.73	36.37	2.36226	0.487877
1477010532349642	184.73	36.5159	2.54838	0.454502	0.207511	radar	0.237357	184.833	36.1451	184.73	36.37	2.36226	0.487877
1477010533349642	186.933	36.9446	2.5783	0.0883276	-0.155201	lidar	0.45292	186.946	36.9404	187.103	36.804	2.29017	0.365145
1477010533349642	186.999	36.9565	2.60361	0.0655683	-0.172244	radar	1.13071	187.296	36.9375	187.103	36.804	2.29017	0.365145
1477010534349642	189.451	37.3986	2.75092	0.261385	0.0606587	lidar	0.401816	189.465	37.4052	189.401	37.1147	2.20928	0.245623
1477010534349642	189.482	37.4087	2.502	0.280505	0.0934291	radar	0.647485	189.738	36.951	189.401	37.1147	2.20928	0.245623
1477010535349642	191.725	37.5677	2.58959	-0.0465169	-0.173268	lidar	0.276981	191.735	37.5631	191.615	37.3064	2.12037	0.131591
1477010535349642	191.699	37.5574	2.42183	-0.091586	-0.236511	radar	0.264152	191.682	37.1147	191.615	37.3064	2.12037	0.131591
1477010536349642	193.478	37.2763	2.31976	-0.232438	-0.176931	lidar	0.0571794	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
1477010536349642	193.497	37.2797	2.31509	-0.232075	-0.184129	radar	0.0992877	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
1477010537349642	195.942	37.3939	2.67964	0.263106	0.251688	lidar	1.77374	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
1477010537349642	195.839	37.397	2.21441	0.313827	0.328652	radar	2.7331	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
1477010538349642	197.717	37.7349	2.2597	0.186557	0.0408762	lidar	0.249634	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
1477010538349642	197.672	37.7249	2.08256	0.182091	0.0362494	radar	0.51925	197.582	37.303	197.683	37.2395	1.81869	-0.159495
1477010539349642	199.298	37.2998	2.01227	-0.402278	-0.34983	lidar	0.468124	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
1477010539349642	199.311	37.3031	2.03037	-0.395313	-0.339924	radar	0.0417025	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
1477010540349642	201.494	36.9983	2.41584	0.0214694	0.151578	lidar	2.08691	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
1477010540349642	201.368	36.9965	1.98788	-0.0734178	0.00179991	radar	3.29531	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
